neighbourhood,neighbourhood_group,Area,Type,Latitude,Longitude,Bath_s_,Bedroom_s_,Rent
Bahria Enclave - Sector B1, Islamabad,5,House,33.6980301,73.2177949,4,3,80
Bahria Enclave - Sector B1, Islamabad,5,House,33.6980301,73.2177949,3,3,75
Bahria Enclave - Sector B1, Islamabad,5,House,33.6980301,73.2177949,4,3,73
Bahria Enclave - Sector B1, Islamabad,5,House,33.6980301,73.2177949,3,3,70
Bahria Enclave - Sector B1, Islamabad,5,House,33.6980301,73.2177949,4,3,65
Islamabad, Islamabad,7,House,33.6938118,73.0651511,5,5,50
Islamabad, Islamabad,3.1,House,33.6938118,73.0651511,5,5,28
Islamabad, Islamabad,12,House,33.6938118,73.0651511,6,6,152
Islamabad, Islamabad,7,House,33.6938118,73.0651511,6,6,95
Islamabad/1, Islamabad,8,House,33.5198565,73.17606667,5,5,100
Islamabad/1, Islamabad,40,House,33.5198565,73.17606667,6,10,450
Islamabad/1, Islamabad,8,House,33.5198565,73.17606667,6,8,130
Islamabad/3, Islamabad,40,House,33.66361245,73.02663611,5,5,650
Islamabad Markaz, Islamabad,3.6,House,33.7112418,73.0393747,2,2,30
Snober City, Rawalpindi,12,House,33.5210372,73.0492313,5,5,40
Snober City, Rawalpindi,5,House,33.5210372,73.0492313,5,5,35
Snober City, Rawalpindi,4,House,33.5210372,73.0492313,5,5,25
Snober City, Rawalpindi,12,House,33.5210372,73.0492313,5,4,38
Snober City, Rawalpindi,5,House,33.5210372,73.0492313,4,4,35
Snober City, Rawalpindi,5,House,33.5210372,73.0492313,4,4,31
Snober City, Rawalpindi,5,House,33.5210372,73.0492313,4,4,30
Snober City, Rawalpindi,4,House,33.5210372,73.0492313,4,4,30
Snober City, Rawalpindi,5,House,33.5210372,73.0492313,3,3,32
Snober City, Rawalpindi,5,House,33.5210372,73.0492313,2,2,25
Snober City, Rawalpindi,4,House,33.5210372,73.0492313,2,2,20
Snober City - Green Villas, Rawalpindi,5,House,33.5210372,73.0492313,4,4,35
Snober City - Green Villas, Rawalpindi,0,House,33.5210372,73.0492313,4,4,32
Snober City - Green Villas, Rawalpindi,5,House,33.5210372,73.0492313,3,2,25
Bahria Town Phase 8 - Umer Block, Rawalpindi,7,House,33.4935231,73.048281,5,5,73
Bahria Town Phase 8 - Umer Block, Rawalpindi,7,House,33.4935231,73.048281,5,5,70
Bahria Town Phase 8 - Umer Block, Rawalpindi,7,House,33.4935231,73.048281,6,5,230
Bahria Town Phase 8 - Umer Block, Rawalpindi,8,House,33.4935231,73.048281,6,5,220
Bahria Town Phase 8 - Umer Block, Rawalpindi,10,House,33.4935231,73.048281,5,5,160
Bahria Town Phase 8 - Umer Block, Rawalpindi,8,House,33.4935231,73.048281,6,5,85
Bahria Town Phase 8 - Umer Block, Rawalpindi,7,House,33.4935231,73.048281,5,5,75
Bahria Town Phase 8 - Umer Block, Rawalpindi,7,House,33.4935231,73.048281,5,5,68
Bahria Town Phase 8 - Umer Block, Rawalpindi,5,House,33.4935231,73.048281,4,3,210
Bahria Town Phase 8 - Umer Block, Rawalpindi,7,House,33.4935231,73.048281,3,3,95
Bahria Town Phase 8 - Umer Block, Rawalpindi,7,House,33.4935231,73.048281,3,3,80
Bahria Town Phase 8 - Khalid Block, Rawalpindi,8,House,33.4941923,73.048281,5,5,80
Bahria Town Phase 8 - Sector F-1, Rawalpindi,10,House,33.487967,73.0494372,5,6,110
Bahria Town Phase 8 - Sector F-1, Rawalpindi,10,House,33.487967,73.0494372,6,5,400
Bahria Town Phase 8 - Sector F-1, Rawalpindi,10,House,33.487967,73.0494372,6,5,125
Bahria Town Phase 8 - Sector F-1, Rawalpindi,10,House,33.487967,73.0494372,5,5,120
Bahria Town Phase 8 - Sector F-1, Rawalpindi,10,House,33.4887319,73.0494372,5,5,120
Bahria Town Phase 8 - Sector F-1, Rawalpindi,10,House,33.4887319,73.0494372,6,5,120
Bahria Town Phase 8 - Sector F-1, Rawalpindi,10,House,33.487967,73.0494372,6,5,115
Bahria Town Phase 8 - Sector F-1, Rawalpindi,10,House,33.487967,73.0494372,6,5,110
Bahria Town Phase 8 - Sector F-1, Rawalpindi,10,House,33.4887319,73.0494372,6,5,110
Bahria Town Phase 8 - Sector F-1, Rawalpindi,10,House,33.4887319,73.0494372,5,5,105
Bahria Town Phase 8 - Sector F-1, Rawalpindi,12,House,33.487967,73.0494372,6,5,105
Bahria Town Phase 8 - Sector F-1, Rawalpindi,10,House,33.487967,73.0494372,5,5,95
Bahria Town Phase 8 - Sector F-1, Rawalpindi,10,House,33.4887319,73.0494372,6,5,85
Bahria Town Phase 8 - Sector F-1, Rawalpindi,10,House,33.487967,73.0494372,2,2,120
G-13, Islamabad,4,House,33.6514525,72.9620722,5,5,95
G-13, Islamabad,14,House,33.6514525,72.9620722,6,10,350
G-13, Islamabad,14.2,House,33.6514525,72.9620722,6,9,350
G-13, Islamabad,14,House,33.6514525,72.9620722,6,6,330
G-13, Islamabad,14,House,33.6514525,72.9620722,6,6,260
G-13, Islamabad,20,House,33.6514525,72.9620722,6,6,235
G-13, Islamabad,10,House,33.6514525,72.9620722,6,6,160
G-13, Islamabad,7,House,33.6514525,72.9620722,6,6,150
G-13, Islamabad,8,House,33.6514525,72.9620722,6,6,140
G-13, Islamabad,8,House,33.6514525,72.9620722,6,6,136
G-13, Islamabad,14.2,House,33.6514525,72.9620722,6,5,220
G-13, Islamabad,8,House,33.6514525,72.9620722,6,5,150
G-13, Islamabad,7,House,33.6514525,72.9620722,6,5,150
G-13, Islamabad,7,House,33.6514525,72.9620722,5,5,142
G-13, Islamabad,7,House,33.6514525,72.9620722,6,5,135
G-13, Islamabad,8,House,33.6514525,72.9620722,5,5,125
G-13, Islamabad,4,House,33.6514525,72.9620722,5,5,90
G-13, Islamabad,7,House,33.6514525,72.9620722,4,4,150
G-13, Islamabad,10,House,33.6514525,72.9620722,5,4,145
G-13, Islamabad,8,House,33.6514525,72.9620722,6,4,130
G-13, Islamabad,8,House,33.6514525,72.9620722,4,4,125
G-13, Islamabad,4,House,33.6514525,72.9620722,4,4,100
G-13, Islamabad,4.4,House,33.6514525,72.9620722,5,4,100
G-13, Islamabad,4,House,33.6514525,72.9620722,4,4,95
G-13, Islamabad,4.4,House,33.6514525,72.9620722,5,4,95
G-13, Islamabad,4,House,33.6514525,72.9620722,5,4,95
G-13, Islamabad,4,House,33.6514525,72.9620722,5,4,90
G-13, Islamabad,4,House,33.6514525,72.9620722,4,4,85
G-13, Islamabad,4.4,House,33.6514525,72.9620722,5,4,85
G-13, Islamabad,4,House,33.6514525,72.9620722,4,4,80
G-13, Islamabad,4,House,33.6514525,72.9620722,2,2,40
G-13/1, Islamabad,4,House,33.6453213,72.96110011,4,4,100
G-13/1, Islamabad,4.4,House,33.6453213,72.96110011,4,4,95
G-13/1, Islamabad,4,House,33.6453213,72.96110011,4,4,90
G-13/1, Islamabad,4,House,33.6453213,72.96110011,4,4,84
G-13/3, Islamabad,7,House,33.6555379,72.96508744,5,4,125
G-13/3, Islamabad,7,House,33.6555379,72.96508744,3,2,95
F-7, Islamabad,80,House,33.7204333,73.0561174,6,11,2200
F-7, Islamabad,80,House,33.7204333,73.0561174,5,11,2200
F-7, Islamabad,72,House,33.7204333,73.0561174,10,10,2500
F-7, Islamabad,60,House,33.7204333,73.0561174,5,10,1200
F-7, Islamabad,24,House,33.7204333,73.0561174,6,10,1000
F-7, Islamabad,24,House,33.7204333,73.0561174,6,10,900
F-7, Islamabad,30,House,33.7204333,73.0561174,5,10,700
F-7, Islamabad,26,House,33.7204333,73.0561174,6,9,2200
F-7, Islamabad,80,House,33.7204333,73.0561174,5,8,3000
F-7, Islamabad,50,House,33.7204333,73.0561174,6,8,2500
F-7, Islamabad,26,House,33.7204333,73.0561174,5,8,2500
F-7, Islamabad,26,House,33.7204333,73.0561174,6,8,2100
F-7, Islamabad,40,House,33.7204333,73.0561174,6,8,1500
F-7, Islamabad,32,House,33.7204333,73.0561174,6,8,1500
F-7, Islamabad,24,House,33.7204333,73.0561174,6,8,1200
F-7, Islamabad,20,House,33.7204333,73.0561174,9,8,1000
F-7, Islamabad,20,House,33.7204333,73.0561174,5,8,650
F-7, Islamabad,26,House,33.7204333,73.0561174,5,8,600
F-7, Islamabad,42,House,33.7204333,73.0561174,6,7,2000
F-7, Islamabad,40,House,33.7204333,73.0561174,6,7,1800
F-7, Islamabad,42,House,33.7204333,73.0561174,6,7,1500
F-7, Islamabad,24,House,33.7204333,73.0561174,6,7,1500
F-7, Islamabad,40,House,33.7204333,73.0561174,6,7,1300
F-7, Islamabad,32,House,33.7204333,73.0561174,6,7,1300
F-7, Islamabad,40,House,33.7204333,73.0561174,5,7,1300
F-7, Islamabad,44,House,33.7204333,73.0561174,6,7,1200
F-7, Islamabad,26,House,33.7204333,73.0561174,6,7,1200
F-7, Islamabad,26,House,33.7204333,73.0561174,5,7,1200
F-7, Islamabad,26,House,33.7204333,73.0561174,6,7,1150
F-7, Islamabad,26,House,33.7204333,73.0561174,6,7,1100
F-7, Islamabad,22,House,33.7204333,73.0561174,8,7,1030
F-7, Islamabad,30,House,33.7204333,73.0561174,6,7,1000
F-7, Islamabad,24,House,33.7204333,73.0561174,5,7,900
F-7, Islamabad,22,House,33.7204333,73.0561174,5,7,880
F-7, Islamabad,26,House,33.7204333,73.0561174,5,7,800
F-7, Islamabad,20,House,33.7204333,73.0561174,8,7,775
F-7, Islamabad,20,House,33.7204333,73.0561174,6,7,500
F-7, Islamabad,22,House,33.7204333,73.0561174,6,6,2800
F-7, Islamabad,26,House,33.7204333,73.0561174,6,6,1800
F-7, Islamabad,26,House,33.7204333,73.0561174,7,6,1600
F-7, Islamabad,32,House,33.7204333,73.0561174,6,6,1500
F-7, Islamabad,26,House,33.7204333,73.0561174,6,6,1500
F-7, Islamabad,20,House,33.7204333,73.0561174,7,6,1425
F-7, Islamabad,24,House,33.7204333,73.0561174,5,6,1300
F-7, Islamabad,26,House,33.7204333,73.0561174,5,6,1250
F-7, Islamabad,26,House,33.7204333,73.0561174,5,6,1200
F-7, Islamabad,24,House,33.7204333,73.0561174,6,6,1050
F-7, Islamabad,24,House,33.7204333,73.0561174,7,6,1035
F-7, Islamabad,26,House,33.7204333,73.0561174,6,6,1000
F-7, Islamabad,20,House,33.7204333,73.0561174,6,6,1000
F-7, Islamabad,28,House,33.7204333,73.0561174,6,6,900
F-7, Islamabad,24,House,33.7204333,73.0561174,6,6,900
F-7, Islamabad,12,House,33.7204333,73.0561174,5,6,880
F-7, Islamabad,40,House,33.7204333,73.0561174,5,6,875
F-7, Islamabad,24,House,33.7204333,73.0561174,6,6,820
F-7, Islamabad,20,House,33.7204333,73.0561174,6,6,800
F-7, Islamabad,32,House,33.7204333,73.0561174,6,6,750
F-7, Islamabad,22,House,33.7204333,73.0561174,6,6,750
F-7, Islamabad,20,House,33.7204333,73.0561174,6,6,740
F-7, Islamabad,26,House,33.7204333,73.0561174,6,6,720
F-7, Islamabad,50,House,33.7204333,73.0561174,6,6,700
F-7, Islamabad,24,House,33.7204333,73.0561174,6,6,700
F-7, Islamabad,20,House,33.7204333,73.0561174,6,6,700
F-7, Islamabad,20,House,33.7204333,73.0561174,6,6,650
F-7, Islamabad,22,House,33.7204333,73.0561174,7,6,630
F-7, Islamabad,24,House,33.7204333,73.0561174,6,6,600
F-7, Islamabad,20,House,33.7204333,73.0561174,6,6,510
F-7, Islamabad,40,House,33.7204333,73.0561174,5,5,1300
F-7, Islamabad,30,House,33.7204333,73.0561174,6,5,1200
F-7, Islamabad,22,House,33.7204333,73.0561174,6,5,1055
F-7, Islamabad,24,House,33.7204333,73.0561174,5,5,850
F-7, Islamabad,48,House,33.7204333,73.0561174,6,5,850
F-7, Islamabad,40,House,33.7204333,73.0561174,6,5,850
F-7, Islamabad,20,House,33.7204333,73.0561174,6,5,850
F-7, Islamabad,40,House,33.7204333,73.0561174,6,5,825
F-7, Islamabad,40,House,33.7204333,73.0561174,6,5,820
F-7, Islamabad,24,House,33.7204333,73.0561174,6,5,800
F-7, Islamabad,20,House,33.7204333,73.0561174,5,5,750
F-7, Islamabad,20,House,33.7204333,73.0561174,6,5,750
F-7, Islamabad,20,House,33.7204333,73.0561174,6,5,735
F-7, Islamabad,26,House,33.7204333,73.0561174,5,5,700
F-7, Islamabad,24,House,33.7204333,73.0561174,5,5,700
F-7, Islamabad,20,House,33.7204333,73.0561174,5,5,700
F-7, Islamabad,24,House,33.7204333,73.0561174,6,5,700
F-7, Islamabad,20,House,33.7204333,73.0561174,6,5,700
F-7, Islamabad,24,House,33.7204333,73.0561174,6,5,655
F-7, Islamabad,26,House,33.7204333,73.0561174,6,5,650
F-7, Islamabad,20,House,33.7204333,73.0561174,6,5,650
F-7, Islamabad,20,House,33.7204333,73.0561174,6,5,645
F-7, Islamabad,20,House,33.7204333,73.0561174,6,5,600
F-7, Islamabad,22,House,33.7204333,73.0561174,5,5,550
F-7, Islamabad,20,House,33.7204333,73.0561174,6,5,550
F-7, Islamabad,22,House,33.7204333,73.0561174,5,5,525
F-7, Islamabad,26,House,33.7204333,73.0561174,6,5,500
F-7, Islamabad,22,House,33.7204333,73.0561174,6,5,500
F-7, Islamabad,26,House,33.7204333,73.0561174,5,4,1000
F-7, Islamabad,26,House,33.7204333,73.0561174,5,4,950
F-7, Islamabad,26,House,33.7204333,73.0561174,5,4,930
F-7, Islamabad,26,House,33.7204333,73.0561174,5,4,900
F-7, Islamabad,48,House,33.7204333,73.0561174,5,4,855
F-7, Islamabad,72,House,33.7204333,73.0561174,5,4,850
F-7, Islamabad,40,House,33.7204333,73.0561174,5,4,850
F-7, Islamabad,36,House,33.7204333,73.0561174,5,4,825
F-7, Islamabad,40,House,33.7204333,73.0561174,5,4,800
F-7, Islamabad,20,House,33.7204333,73.0561174,5,4,780
F-7, Islamabad,20,House,33.7204333,73.0561174,4,4,750
F-7, Islamabad,40,House,33.7204333,73.0561174,5,4,730
F-7, Islamabad,50,House,33.7204333,73.0561174,4,4,700
F-7, Islamabad,32,House,33.7204333,73.0561174,4,4,700
F-7, Islamabad,24,House,33.7204333,73.0561174,4,4,700
F-7, Islamabad,26,House,33.7204333,73.0561174,5,4,700
F-7, Islamabad,22,House,33.7204333,73.0561174,5,4,630
F-7, Islamabad,20,House,33.7204333,73.0561174,5,4,610
F-7, Islamabad,20,House,33.7204333,73.0561174,4,4,600
F-7, Islamabad,20,House,33.7204333,73.0561174,5,4,575
F-7, Islamabad,40,House,33.7204333,73.0561174,4,4,500
F-7, Islamabad,20,House,33.7204333,73.0561174,4,4,450
F-7, Islamabad,20,House,33.7204333,73.0561174,4,3,650
F-7, Islamabad,20,House,33.7204333,73.0561174,3,3,550
F-7, Islamabad,20,House,33.7204333,73.0561174,3,3,500
F-7, Islamabad,20,House,33.7204333,73.0561174,4,3,500
F-7, Islamabad,20,House,33.7204333,73.0561174,4,3,480
F-7, Islamabad,20,House,33.7204333,73.0561174,3,3,450
F-7, Islamabad,20,House,33.7204333,73.0561174,4,3,400
F-7, Islamabad,20,House,33.7204333,73.0561174,4,3,380
F-7, Islamabad,20,House,33.7204333,73.0561174,3,3,370
F-7, Islamabad,20,House,33.7204333,73.0561174,3,3,280
F-7/4, Islamabad,40,House,33.72149525,73.0642062,6,11,2500
F-7/4, Islamabad,42,House,33.72149525,73.0642062,6,5,700
F-7/4, Islamabad,30,House,33.72149525,73.0642062,3,3,350
F-8, Islamabad,80,House,33.7115043,73.0396002,10,10,2200
F-8, Islamabad,48,House,33.7115043,73.0396002,5,10,1050
F-8, Islamabad,42,House,33.7115043,73.0396002,10,10,1030
F-8, Islamabad,40,House,33.7115043,73.0396002,6,10,950
F-8, Islamabad,20,House,33.7115043,73.0396002,10,9,1800
F-8, Islamabad,26,House,33.7115043,73.0396002,10,9,1000
F-8, Islamabad,40,House,33.7115043,73.0396002,9,8,2300
F-8, Islamabad,36,House,33.7115043,73.0396002,6,8,2000
F-8, Islamabad,48,House,33.7115043,73.0396002,5,8,2000
F-8, Islamabad,72,House,33.7115043,73.0396002,5,8,1800
F-8, Islamabad,40,House,33.7115043,73.0396002,6,8,1500
F-8, Islamabad,36,House,33.7115043,73.0396002,6,8,1500
F-8, Islamabad,40,House,33.7115043,73.0396002,6,8,800
F-8, Islamabad,36,House,33.7115043,73.0396002,6,8,800
F-8, Islamabad,20,House,33.7115043,73.0396002,6,8,800
F-8, Islamabad,40,House,33.7115043,73.0396002,8,7,2255
F-8, Islamabad,40,House,33.7115043,73.0396002,8,7,2055
F-8, Islamabad,40,House,33.7115043,73.0396002,6,7,1800
F-8, Islamabad,40,House,33.7115043,73.0396002,5,7,1800
F-8, Islamabad,26,House,33.7115043,73.0396002,6,7,1100
F-8, Islamabad,24,House,33.7115043,73.0396002,8,7,900
F-8, Islamabad,26,House,33.7115043,73.0396002,5,7,850
F-8, Islamabad,40,House,33.7115043,73.0396002,8,7,825
F-8, Islamabad,24,House,33.7115043,73.0396002,6,7,750
F-8, Islamabad,30,House,33.7115043,73.0396002,5,7,750
F-8, Islamabad,44,House,33.7115043,73.0396002,6,7,700
F-8, Islamabad,24,House,33.7115043,73.0396002,6,7,600
F-8, Islamabad,40,House,33.7115043,73.0396002,5,6,1750
F-8, Islamabad,40,House,33.7115043,73.0396002,6,6,1700
F-8, Islamabad,40,House,33.7115043,73.0396002,6,6,1550
F-8, Islamabad,72,House,33.7115043,73.0396002,6,6,1200
F-8, Islamabad,40,House,33.7115043,73.0396002,6,6,1200
F-8, Islamabad,24,House,33.7115043,73.0396002,5,6,1000
F-8, Islamabad,32,House,33.7115043,73.0396002,7,6,980
F-8, Islamabad,20,House,33.7115043,73.0396002,6,6,950
F-8, Islamabad,24,House,33.7115043,73.0396002,6,6,930
F-8, Islamabad,26,House,33.7115043,73.0396002,6,6,900
F-8, Islamabad,20,House,33.7115043,73.0396002,6,6,875
F-8, Islamabad,40,House,33.7115043,73.0396002,7,6,855
F-8, Islamabad,26,House,33.7115043,73.0396002,6,6,850
F-8, Islamabad,24,House,33.7115043,73.0396002,6,6,850
F-8, Islamabad,22,House,33.7115043,73.0396002,6,6,850
F-8, Islamabad,40,House,33.7115043,73.0396002,6,6,800
F-8, Islamabad,20,House,33.7115043,73.0396002,6,6,800
F-8, Islamabad,26,House,33.7115043,73.0396002,5,6,800
F-8, Islamabad,22,House,33.7115043,73.0396002,7,6,755
F-8, Islamabad,36,House,33.7115043,73.0396002,6,6,750
F-8, Islamabad,24,House,33.7115043,73.0396002,6,6,750
F-8, Islamabad,26,House,33.7115043,73.0396002,6,6,730
F-8, Islamabad,22,House,33.7115043,73.0396002,7,6,710
F-8, Islamabad,40,House,33.7115043,73.0396002,6,6,700
F-8, Islamabad,26,House,33.7115043,73.0396002,6,6,700
F-8, Islamabad,24,House,33.7115043,73.0396002,6,6,700
F-8, Islamabad,22,House,33.7115043,73.0396002,6,6,590
F-8, Islamabad,40,House,33.7115043,73.0396002,6,6,500
F-8, Islamabad,20,House,33.7115043,73.0396002,5,5,1300
F-8, Islamabad,40,House,33.7115043,73.0396002,6,5,1300
F-8, Islamabad,20,House,33.7115043,73.0396002,6,5,1000
F-8, Islamabad,40,House,33.7115043,73.0396002,6,5,950
F-8, Islamabad,44,House,33.7115043,73.0396002,6,5,900
F-8, Islamabad,26,House,33.7115043,73.0396002,5,5,850
F-8, Islamabad,24,House,33.7115043,73.0396002,5,5,850
F-8, Islamabad,20,House,33.7115043,73.0396002,5,5,850
F-8, Islamabad,32,House,33.7115043,73.0396002,6,5,850
F-8, Islamabad,26,House,33.7115043,73.0396002,6,5,850
F-8, Islamabad,24,House,33.7115043,73.0396002,6,5,850
F-8, Islamabad,20,House,33.7115043,73.0396002,5,5,840
F-8, Islamabad,40,House,33.7115043,73.0396002,6,5,830
F-8, Islamabad,24,House,33.7115043,73.0396002,5,5,825
F-8, Islamabad,40,House,33.7115043,73.0396002,6,5,800
F-8, Islamabad,26,House,33.7115043,73.0396002,6,5,800
F-8, Islamabad,24,House,33.7115043,73.0396002,6,5,800
F-8, Islamabad,20,House,33.7115043,73.0396002,6,5,800
F-8, Islamabad,24,House,33.7115043,73.0396002,6,5,755
F-8, Islamabad,26,House,33.7115043,73.0396002,6,5,750
F-8, Islamabad,24,House,33.7115043,73.0396002,6,5,750
F-8, Islamabad,24,House,33.7115043,73.0396002,6,5,680
F-8, Islamabad,22,House,33.7115043,73.0396002,6,5,680
F-8, Islamabad,24,House,33.7115043,73.0396002,5,5,650
F-8, Islamabad,20,House,33.7115043,73.0396002,6,5,650
F-8, Islamabad,20,House,33.7115043,73.0396002,6,5,630
F-8, Islamabad,24,House,33.7115043,73.0396002,5,5,600
F-8, Islamabad,20,House,33.7115043,73.0396002,5,5,600
F-8, Islamabad,24,House,33.7115043,73.0396002,6,5,600
F-8, Islamabad,20,House,33.7115043,73.0396002,6,5,580
F-8, Islamabad,24,House,33.7115043,73.0396002,5,5,550
F-8, Islamabad,20,House,33.7115043,73.0396002,6,5,550
F-8, Islamabad,24,House,33.7115043,73.0396002,6,5,530
F-8, Islamabad,24,House,33.7115043,73.0396002,6,5,510
F-8, Islamabad,24,House,33.7115043,73.0396002,5,5,500
F-8, Islamabad,24,House,33.7115043,73.0396002,6,5,499
F-8, Islamabad,20,House,33.7115043,73.0396002,6,5,455
F-8, Islamabad,26,House,33.7115043,73.0396002,5,5,450
F-8, Islamabad,22,House,33.7115043,73.0396002,6,5,450
F-8, Islamabad,24,House,33.7115043,73.0396002,5,5,400
F-8, Islamabad,40,House,33.7115043,73.0396002,4,4,1000
F-8, Islamabad,20,House,33.7115043,73.0396002,5,4,1000
F-8, Islamabad,20,House,33.7115043,73.0396002,5,4,980
F-8, Islamabad,12,House,33.7115043,73.0396002,4,4,900
F-8, Islamabad,24,House,33.7115043,73.0396002,5,4,900
F-8, Islamabad,26,House,33.7115043,73.0396002,5,4,700
F-8, Islamabad,20,House,33.7115043,73.0396002,5,4,680
F-8, Islamabad,20,House,33.7115043,73.0396002,5,4,650
F-8, Islamabad,24,House,33.7115043,73.0396002,4,4,600
F-8, Islamabad,20,House,33.7115043,73.0396002,4,4,550
F-8, Islamabad,22,House,33.7115043,73.0396002,5,4,550
F-8, Islamabad,20,House,33.7115043,73.0396002,4,4,500
F-8, Islamabad,26,House,33.7115043,73.0396002,5,4,500
F-8, Islamabad,24,House,33.7115043,73.0396002,5,4,500
F-8, Islamabad,20,House,33.7115043,73.0396002,5,4,500
F-8, Islamabad,40,House,33.7115043,73.0396002,3,3,650
F-8, Islamabad,40,House,33.7115043,73.0396002,5,3,650
F-8, Islamabad,20,House,33.7115043,73.0396002,3,3,550
F-8, Islamabad,20,House,33.7115043,73.0396002,3,3,533
F-8, Islamabad,24,House,33.7115043,73.0396002,3,3,400
F-8, Islamabad,15,House,33.7115043,73.0396002,3,3,300
F-8, Islamabad,6.9,House,33.7115043,73.0396002,3,3,250
F-8, Islamabad,8,House,33.7115043,73.0396002,3,2,400
F-8, Islamabad,20,House,33.7115043,73.0396002,3,2,350
F-8, Islamabad,1.1,House,33.7115043,73.0396002,1,1,30
F-8, Islamabad,48,House,33.7115043,73.0396002,6,7,1800
F-8, Islamabad,40,House,33.7115043,73.0396002,5,7,1800
F-8, Islamabad,24,House,33.7115043,73.0396002,5,7,750
F-8, Islamabad,20,House,33.7115043,73.0396002,6,6,650
F-8, Islamabad,24,House,33.7115043,73.0396002,4,4,700
F-8, Islamabad,20,House,33.7115043,73.0396002,5,4,650
G-6, Islamabad,22,House,33.7154283,73.0856414,6,5,400
B-17, Islamabad,5,House,33.6903984,72.8286389,4,3,50
F-11, Islamabad,2.2,House,33.6843932,72.989544,1,1,90
G-13, Islamabad,8,House,33.6514525,72.9620722,6,5,150
I-14, Islamabad,7,House,33.6116096,72.9674477,3,3,50
G-9/4, Islamabad,6,House,33.6874892,73.0409191,5,5,130
I-8/3, Islamabad,14.2,House,33.6723528,73.07549127,6,6,350
I-8/3, Islamabad,14.2,House,33.6723528,73.07549127,6,6,300
I-8/4, Islamabad,48,House,33.665506,73.08045592,5,5,860
Askari 11, Rawalpindi,15,House,33.59887905,73.02686313,6,6,130
Bani Gala, Islamabad,40,House,33.7100588,73.1535951,6,7,300
Bani Gala, Islamabad,40,House,33.7100588,73.1535951,6,6,250
Bani Gala, Islamabad,5,House,33.7100588,73.1535951,6,4,55
Karsaaz Villas, Islamabad,14.2,House,33.6361767,72.9824681,6,6,300
Faisal Town - F-18, Islamabad,15,House,33.6361767,72.9824681,6,6,150
Bahria Town Phase 3, Rawalpindi,10,House,33.5517029,73.1249105,6,5,120
Bahria Town Phase 8, Rawalpindi,24,House,33.53082195,73.11836633,6,6,320
Bahria Town Phase 8, Rawalpindi,7,House,33.53082195,73.11836633,6,5,75
Bahria Town Phase 8, Rawalpindi,5,House,33.53082195,73.11836633,3,3,65
Bahria Town Phase 8, Rawalpindi,5,House,33.53082195,73.11836633,3,3,58
Bahria Main Boulevard, Rawalpindi,7,House,33.6361767,72.9824681,6,6,75
Airport Housing Society, Rawalpindi,6,House,33.5941022,73.1307386,4,4,49
Airport Housing Society, Rawalpindi,5,House,33.5941022,73.1307386,4,4,45
Airport Housing Society, Rawalpindi,8,House,33.5941022,73.1307386,3,3,40
Satellite Town - Block D, Rawalpindi,0,House,33.6514743,73.07595238,5,6,150
Bahria Enclave - Sector N, Islamabad,5,House,33.6361767,72.9824681,3,3,70
Bahria Enclave - Sector N, Islamabad,5,House,33.6361767,72.9824681,4,3,70
Bahria Town Phase 8 - Block A, Rawalpindi,40,House,33.6361767,72.9824681,6,6,300
Bahria Town Phase 8 - Block A, Rawalpindi,30,House,33.6361767,72.9824681,6,6,240
Bahria Town Phase 8 - Block A, Rawalpindi,20,House,33.6361767,72.9824681,6,6,220
Bahria Town Phase 8 - Block A, Rawalpindi,10,House,33.6361767,72.9824681,6,5,115
Bahria Town Phase 8 - Block H, Rawalpindi,10,House,33.6361767,72.9824681,5,5,100
Bahria Town Phase 8 - Block H, Rawalpindi,10,House,33.6361767,72.9824681,5,5,95
Bahria Town Phase 8 - Block H, Rawalpindi,10,House,33.6361767,72.9824681,6,5,95
Bahria Town Phase 8 - Block H, Rawalpindi,10,House,33.6361767,72.9824681,5,5,90
Bahria Town Phase 8 - Rafi Block, Rawalpindi,5,House,33.6361767,72.9824681,4,3,60
F-10, Islamabad,40,House,33.6918206,73.0066844,6,8,2200
F-10, Islamabad,40,House,33.6918206,73.0066844,6,8,700
F-10, Islamabad,40,House,33.6918206,73.0066844,6,8,600
F-10, Islamabad,40,House,33.6918206,73.0066844,6,7,750
F-10, Islamabad,40,House,33.6918206,73.0066844,5,7,600
F-10, Islamabad,40,House,33.6918206,73.0066844,6,6,695
F-10, Islamabad,20,House,33.6918206,73.0066844,6,6,500
F-10, Islamabad,20,House,33.6918206,73.0066844,6,6,420
F-10, Islamabad,24,House,33.6918206,73.0066844,6,6,400
F-10, Islamabad,16,House,33.6918206,73.0066844,6,6,400
F-10, Islamabad,22,House,33.6918206,73.0066844,6,6,390
F-10, Islamabad,20,House,33.6918206,73.0066844,6,6,385
F-10, Islamabad,24,House,33.6918206,73.0066844,6,6,380
F-10, Islamabad,22,House,33.6918206,73.0066844,6,6,355
F-10, Islamabad,20,House,33.6918206,73.0066844,5,6,350
F-10, Islamabad,20,House,33.6918206,73.0066844,4,6,345
F-10, Islamabad,20,House,33.6918206,73.0066844,4,6,300
F-10, Islamabad,20,House,33.6918206,73.0066844,6,6,295
F-10, Islamabad,40,House,33.6918206,73.0066844,5,5,600
F-10, Islamabad,20,House,33.6918206,73.0066844,5,5,400
F-10, Islamabad,20,House,33.6918206,73.0066844,6,5,400
F-10, Islamabad,22,House,33.6918206,73.0066844,5,5,395
